NO;HHNO;ORIGINALPERSONID
47935237;19163339;6287
47935273;19163339;6694
47935335;19163339;4419
47935357;19163339;7076
47935378;19163399;1355
47935400;19163399;1481
47935422;19163417;181
47935433;19163417;2637
47935458;19163432;7526
47935930;19163631;3390
47935959;19163631;3958
47935971;19163631;5735
47936130;19163714;526
47936174;19163714;6627
47936178;19163736;3956
47936194;19163736;4327
47936397;19163824;2036
47936532;19163886;5787
47936670;19163937;6937
47936754;19163974;3672
47937552;19164304;627
47937570;19164304;6502
47937716;19164374;6386
47937799;19164409;1484
47938602;19164730;963
47939126;19164942;3940
47939136;19164942;6699
47939150;19164951;5557
47939166;19164960;2154
47939215;19164960;923
47939281;19165009;5217
47939309;19165009;2100
47939311;19165009;18
47939317;19165009;3445
47939360;19165009;3795
47939369;19165009;4248
47939397;19165009;1054
47939399;19165060;5523
47939490;19165095;3946
47939524;19165110;2846
47939535;19165110;1817
47939542;19165123;7926
47939602;19165123;1239
47939850;19165241;6385
47939972;19165297;4049
47940444;19165493;1040
47940499;19165493;4946
47940512;19165530;3814
47940522;19165537;79
47940640;19165586;447
47940691;19165608;7639
47940838;19165669;7601
47940839;19165669;2559
47940844;19165669;4474
47941425;19165927;7616
47941456;19165942;488
47941472;19165942;5526
47941480;19165949;4275
47942008;19166171;2601
47942529;19166397;2440
47942597;19166435;3157
47942705;19166473;8240
47942731;19166473;4707
47942859;19166539;8133
47942884;19166550;8029
47943032;19166615;7166
47943108;19166615;6676
47943125;19166615;5999
47943145;19166615;5365
47943166;19166615;4026
47943173;19166678;8234
47943183;19166683;159
47943245;19166683;3850
47943399;19166778;1329
47944071;19167062;3424
47944662;19167307;1270
47944781;19167307;31
47944793;19167307;801
47945210;19167518;5357
47945298;19167555;4514
47945346;19167576;2960
47945356;19167579;7596
47945412;19167602;1708
47945488;19167602;3303
47946336;19167980;7386
47946377;19167995;1460
47946383;19167995;1774
47946429;19168013;2771
47946971;19168230;8222
47947485;19168441;6305
47947677;18116852;111
47947685;19168533;4253
47947749;19168561;6369
47947751;19168561;1742
47947940;18116864;8073
47947996;18116866;4094
47948001;18116866;1639
47948188;19168755;2935
47948189;19168755;1784
47948349;19168827;1789
47948365;18116883;1050
47948382;19168843;7302
47948507;19168893;7259
47948641;19168946;3253
47948677;19168946;2146
47948719;19168975;7019
47948848;19169026;1218
47949333;19169238;7631
47949646;19169371;5709
47949724;19169402;4591
47949738;19169402;6625
47949872;19169468;6663
47949954;19169500;7602
47949985;19169513;3515
47951049;19169965;2113
47951122;19169995;2639
47951248;19170050;18
47951898;19170329;194
47951919;19170335;5487
47951943;19170348;5938
47952130;19170427;5980
47952217;19170427;3530
47952662;19170658;3523
47952796;19170658;1080
47953334;19170946;6014
47953437;19170989;1361
47953474;19170989;1539
47953528;19171027;1510
47953592;19171058;1305
47953974;19171211;1673
47953976;19171211;7068
47961678;19174403;6311
47969790;18117775;1
47973334;18117923;6622
47975063;18117995;199
47975067;18117995;2988
47977856;18118116;7392
47979296;18118175;434
47979911;18118202;6597
47979977;18118202;5011
47980114;18118210;336
47980130;18118210;4052
47980138;18118210;6088
47980158;18118210;3729
47980554;18118227;4423
47980593;18118227;1445
47980617;18118227;3069
47980622;18118227;4781
47982400;18118299;7757
47982940;19183263;1653
47984326;18118385;1157
47984333;18118385;6615
47984632;19183973;2211
47984750;19184021;4686
47984761;19184021;6618
47984784;19184021;5418
47984815;19184044;3847
47984931;19184085;3327
47984957;19184085;6125
47985005;19184085;7426
47985109;19184085;8089
47985247;19184085;5804
47985515;19184324;1123
47985531;19184330;5211
47985598;19184358;5174
47985705;19184400;6811
47985713;19184400;8277
47985723;19184400;6907
47985737;19184414;5262
47985785;19184414;8236
47985869;19184414;4470
47986028;19184526;5172
47986034;19184526;4135
47986333;19184640;6162
47986343;19184640;4442
47986375;19184640;6264
47986455;19184694;7860
47986658;19184774;4037
47986676;19184784;6716
47986733;19184784;3269
47986789;19184784;3487
47986864;19184784;6980
47986884;19184874;6682
47987014;19184874;7768
47987040;19184941;6023
47987094;19184964;5135
47987095;19184964;853
47987131;19184964;3967
47987183;19185004;7650
47987364;19185087;8213
47987367;19185087;7433
47987449;19185120;5234
47987649;19185201;1652
47987660;19185204;630
47987858;19185285;965
47987934;19185315;3641
47988008;19185349;4329
47988009;19185349;4638
47988056;19185369;8228
47988088;19185385;5069
47988144;19185385;5461
47988170;19185423;7178
47988474;19185556;3843
47988489;19185560;7523
47988631;19185614;6023
47988669;19185632;7927
47988749;19185632;1500
47989018;19185790;2593
47989066;19185790;1976
47989214;19185875;4807
47989292;19185875;3126
47989301;19185875;6758
47989355;19185926;6728
47989526;18118595;2563
47989666;19186047;7973
47989671;19186048;1470
47989729;19186048;5236
47989920;19186156;726
47989928;19186159;6427
47990030;19186201;504
47990055;19186215;3367
47990059;19186216;4427
47990062;19186216;4818
47990112;19186216;5175
47990263;19186216;5290
47990461;19186216;2618
47990514;19186391;8071
47990548;19186404;3897
47990610;19186427;6600
47990800;19186427;3725
47990815;19186509;5215
47990839;19186522;7322
47990846;19186522;8133
47990889;19186522;6820
47990954;19186522;3466
47990956;19186522;1360
47990994;19186581;1991
47991565;19186817;6594
47991607;19186817;6780
47991728;18118689;2209
47991732;18118689;7056
47991810;19186931;1582
47991823;19186935;4492
47991928;18118697;5731
47991975;19186998;3732
47992022;19187019;5684
47992055;19187030;231
47992192;19187085;1100
47992336;19187147;6817
47992445;19187147;113
47992522;19187223;1750
47992546;19187233;3563
47992663;19187282;3189
47993016;19187431;4891
47993025;19187431;135
47993097;19187464;6959
47993111;19187464;1045
47993124;19187464;4579
47993129;19187464;1744
47993303;19187464;7446
47993313;19187464;144
47993349;19187555;702
47993428;19187584;3602
47993548;19187628;2573
47993557;19187633;1120
47993570;19187633;3271
47993576;19187640;4478
47993597;19187640;3631
47993672;19187682;4555
47993716;19187700;8224
47993760;19187700;3054
47993821;19187743;73
47993870;19187765;3464
47993877;19187765;7881
47993977;19187810;2615
47993982;19187810;1872
47994017;19187828;7917
47994233;19187915;7165
47994299;19187915;1410
47994364;19187970;3262
47994397;19187970;3450
47994770;19188126;5407
47994867;19188165;2302
47994870;19188166;5586
47995136;19188275;4995
47995137;19188276;2876
47995256;19188333;2250
47995275;19188340;4946
47995296;19188349;663
47995343;19188349;4627
47995443;19188409;7921
47995450;19188409;6890
47995482;19188424;7305
47999177;18118997;5433
48001682;18119102;7852
48002578;18119136;4467
48003610;19191822;4119
48004613;19192258;1248
48004636;19192269;5305
48004700;19192269;653
48004774;19192319;3083
48004775;19192319;4107
48004797;19192319;6045
48004812;19192335;2525
48004819;19192338;1250
48004826;19192340;6033
48004838;19192340;1479
48004868;19192355;5372
48004879;19192355;6971
48005039;19192431;4117
48005074;19192446;8126
48005100;19192461;5168
48005320;19192544;7162
48005343;19192544;282
48005458;19192601;3311
48005537;19192641;1844
48005558;19192641;686
48005633;19192689;1936
48005727;19192730;8016
48005759;19192743;3196
48005782;19192743;473
48005832;19192770;6826
48005862;19192770;4100
48006035;19192860;955
48006086;19192879;8011
48006088;19192879;5637
48006330;19192977;6934
48006458;19193036;5069
48006545;19193036;2894
48006626;19193109;721
48006691;19193141;4103
48006708;19193150;4863
48006735;19193160;4829
48006743;19193160;566
48006749;19193160;5941
48006759;19193167;3405
48006762;19193167;5843
48007012;19193275;69
48007165;19193336;685
48007269;19193377;7552
48007279;19193377;2064
48007298;19193377;3325
48007453;19193448;5405
48007504;19193471;3674
48007542;19193471;3368
48007687;19193547;499
48007722;19193562;4955
48007750;19193572;6823
48011710;18119520;1133
48011757;18119520;6858
48012295;19195465;1223
48012996;18119576;3936
48014206;19196263;5261
48014226;19196263;3697
48014305;19196304;271
48014328;19196314;6523
48014335;19196314;5459
48014380;19196339;3444
48014458;19196378;1180
48014490;19196387;3410
48014530;19196405;4627
48014699;19196470;7761
48014719;19196476;1816
48014720;19196476;5497
48014846;19196521;6583
48014922;19196521;2693
48014965;19196573;7980
48015330;19196739;8112
48017017;19197440;4473
48017060;19197440;3776
48017067;19197440;6704
48021331;19199236;6968
48021332;19199236;4149
48021342;19199240;3972
48021361;19199247;6112
48021373;19199247;1897
48021379;19199253;3957
48021381;19199254;5487
48021439;19199287;3552
48021509;19199314;3798
48021512;19199316;3511
48021749;19199429;5108
48021783;19199441;3760
48021883;19199479;4108
48022137;19199594;1647
48022182;19199614;521
48022212;19199626;5217
48022218;19199626;7638
48022465;19199728;4501
48022478;19199735;4258
48022622;18119978;7185
48022699;18119978;6905
48022744;18119978;3253
48022751;18119978;1005
48022759;19199857;941
48022775;19199862;4494
48022830;19199862;833
48022903;19199862;762
48023186;19200038;4768
48023265;19200075;3131
48023293;19200085;6444
48023301;19200089;1306
48023302;19200090;7862
48023400;19200133;3614
48023409;19200138;7319
48023410;19200138;1543
48023543;19200191;3512
48023728;19200272;1213
48023842;19200323;1424
48023856;19200326;7175
48023857;19200326;6057
48024027;19200387;5471
48024094;19200414;1228
48024426;19200548;1126
48024496;19200548;7330
48024532;19200597;2545
48024558;19200607;6769
48024761;19200693;416
48024807;19200711;2268
48024895;19200751;1365
48024912;19200761;3976
48024926;19200761;6481
48025249;19200895;2052
48025295;19200895;5384
48025498;19201002;6518
48025549;19201002;1787
48025701;19201083;5780
48025712;19201083;1299
48025728;19201096;5212
48025729;19201097;6465
48025730;19201097;4496
48025731;19201097;6496
48033767;18120446;3185
48036545;19205593;3428
48036626;19205627;1488
48036637;19205627;7718
48036666;19205642;7630
48036728;19205642;4832
48036867;19205642;5218
48038148;18120624;2302
48041801;18120769;6772
48043125;18120831;8030
48043132;18120831;742
48045379;19209283;5674
48045406;19209283;5286
48045544;19209353;288
48045571;19209364;2462
48045914;18120952;5619
48047431;18121015;146
48050130;19211240;1628
48050188;19211240;5709
48050413;19211358;7549
48050437;19211358;5569
48057696;19214399;2125
48057775;19214399;822
48060116;18121538;6317
48060158;18121538;2506
48061401;19215948;2835
48070781;19219831;6730
48080423;19223835;5482
48080734;19223957;6591
48080779;19223957;4139
48118893;18123976;6076
48118907;18123976;4737
48122539;19241336;1714
48123244;18124161;6284
48125093;19242398;1143
48125109;19242398;1339
48125370;19242506;5162
48125542;19242578;6885
48125724;19242578;4997
48125985;19242764;560
48126010;19242774;2976
48126024;19242774;7498
48126032;19242786;8083
48126039;19242786;4143
48126066;19242798;3641
48126170;18124281;6831
48126286;19242881;2031
48126401;19242931;7309
48126491;19242974;7216
48126650;19243039;1235
48126673;19243039;5223
48126676;19243053;8032
48126678;19243053;2480
48126728;19243053;3273
48126882;19243141;3673
48126914;19243154;3790
48126992;19243154;2057
48126995;19243154;97
48127189;19243272;6393
48127230;19243272;5854
48127238;19243294;1786
48127582;19243444;592
48127613;19243444;1330
48127790;19243524;5960
48127818;19243534;2418
48127992;19243534;5332
48128072;19243639;2806
48128073;19243640;78
48128132;19243640;5373
48128301;19243730;6121
48128359;19243730;4412
48128360;19243730;2033
48128544;19243826;1965
48128560;19243826;5734
48128672;19243826;5075
48128688;19243826;6773
48128717;19243899;6058
48128736;19243899;5525
48128741;19243899;7075
48129059;18124401;6733
48129179;19244103;3435
48129366;19244185;5337
48129489;19244244;6176
48129803;19244364;779
48129808;19244364;4376
48130134;19244513;4038
48130319;19244598;3930
48130335;19244598;4791
48130464;19244658;5051
48131229;19244983;5247
48131261;19244983;2543
48131360;19245036;6543
48131363;19245036;3869
48131622;19245146;7319
48131730;19245146;3425
48132024;19245306;5220
48132168;19245366;1234
48132259;19245402;3288
48132264;19245406;5388
48132558;19245531;4865
48132582;19245531;4650
48132712;19245598;786
48132874;19245664;5958
48132885;19245664;6267
48132896;19245672;3071
48132939;19245687;777
48132947;19245690;5372
48133015;18124572;893
48133128;19245765;3094
48133245;19245814;794
48133263;19245824;7114
48133305;19245842;7994
48133325;19245842;273
48133348;19245842;2156
48133449;19245913;2051
48133494;19245913;2954
48133844;19246080;6614
48133847;19246080;1143
48134101;19246195;323
48134170;19246195;5359
48134187;19246195;2216
48134190;19246195;8005
48134200;19246195;2966
48134283;19246195;8055
48134310;19246283;220
48134392;19246283;3245
48134562;19246379;5713
48134625;19246401;1422
48134646;19246411;3311
48134656;19246413;5220
48134696;19246413;5414
48134788;19246470;1745
48135256;19246665;601
48135468;19246748;2974
48135511;19246748;7526
48135770;19246862;2306
48135782;19246862;7362
48135783;19246870;6077
48135821;19246870;2627
48135921;19246924;4576
48135922;19246924;6000
48135947;19246933;4899
48135959;19246933;2586
48135994;18124694;2500
48136012;18124694;4978
48136056;19246977;4084
48136074;19246984;7735
48136092;19246984;7235
48136142;19247013;3884
48136152;19247013;3095
48136400;19247120;1054
48136484;19247120;7443
48136487;19247120;3320
48136507;19247120;3648
48136866;19247311;3065
48136876;19247316;7319
48137265;19247481;4012
48137482;19247572;2620
48137505;19247572;7565
48137585;19247614;8140
48137867;19247724;5408
48137868;19247724;7361
48137884;19247724;4546
48137929;19247749;5417
48137997;19247777;3347
48138349;18124791;609
48138360;19247938;1179
48138659;19248061;2305
48138664;19248065;1251
