NO;LOCATIONNO;ORIGINALHHID
21039628;778295;1758
21039741;778383;1348
21039765;778464;3526
21039783;778538;3611
21039794;778791;3267
21039823;778854;3984
21039825;778883;1069
21039858;778893;436
21039883;778959;579
21039892;779013;4416
21039955;779028;2341
21039978;779281;3987
21039994;779353;345
21040017;779358;2176
21040027;779451;4897
21040097;779757;3180
21040101;779787;544
21040127;779971;3212
21040128;780300;1659
21040250;780368;1839
21040267;780398;3224
21040272;780442;2954
21040279;780711;1806
21040281;780777;3257
21040312;780902;3039
21040631;780944;4630
21040662;780962;4281
21040683;781027;4536
21040696;781057;2522
21040717;781139;2987
21040754;781172;3613
21040760;781183;4321
21040763;781184;1254
21040808;781343;655
21040813;781457;2113
21040872;781472;2220
21040918;781648;4769
21040985;781727;66
21041004;781952;2778
21041018;782141;2076
21041103;782301;2911
21041142;782319;1763
21041296;782443;540
21041396;782582;3815
21041402;782652;3325
21041453;782782;3782
21041486;782787;1671
21041546;782872;4122
21041552;782929;675
21041555;782990;1614
21041571;783259;4787
21041580;783493;1540
21041582;783506;3232
21041653;783655;3722
21041693;783686;2321
21041723;783863;4752
21041724;784090;2990
21041771;784213;4135
21041783;784323;5178
21041785;784420;4701
21041793;784736;4655
21041880;784741;123
21041904;784797;4871
21041990;785125;1539
21042031;785311;1689
21042036;785322;3951
21042057;785387;1805
21042068;785493;4328
21042082;785591;1504
21042124;785729;435
21042131;785848;520
21042204;785991;2406
21042236;786181;4110
21042270;786436;3276
21042277;786462;199
21042292;786565;3608
21042298;786836;1718
21042328;787066;1326
21042353;787153;4558
21042364;787270;3161
21042385;787346;2667
21042409;787406;424
21042435;787636;3256
21042494;787673;2538
21042540;787773;3607
21042566;787881;1115
21042578;787929;4760
21042595;787936;3796
21042633;787943;4355
21042706;787955;4166
21042709;787971;1000
21042725;788072;3280
21042730;788199;466
21042748;788365;4019
21042764;788416;2382
21042797;788452;2608
21042816;788553;4646
21042825;788806;3573
21042830;788843;658
21042860;788863;4097
21042864;788911;1242
21042920;788928;2753
21042948;788970;1588
21043591;791725;2292
21043685;791748;2373
21043714;791984;1416
21043749;792011;2098
21043763;792061;2075
21043769;792133;1780
21043815;792233;2639
21043822;792262;3218
21043857;792841;4645
21043867;792850;1553
21043884;792858;1050
21043943;792883;2416
21043957;792955;1778
21043978;792988;1129
21043988;793049;1468
21044024;793055;1041
21044069;793089;4179
21044088;793169;3208
21044134;793310;2193
21044160;793461;3859
21044210;793636;684
21044218;794046;2120
21044229;794067;738
21044334;794145;4322
21044358;794420;5169
21044407;794592;1511
21044464;794674;1766
21044488;794692;502
21044493;794849;5078
21044547;795036;4984
21044563;795111;4846
21044576;795119;1110
21044665;795201;1340
21044716;795308;523
21044866;795396;1906
21044900;795484;1487
21044926;795493;1074
21044933;795589;960
21044936;795698;1821
21044949;795805;3955
21045029;795865;1198
21045038;795866;3181
21045039;795998;5002
21045070;796186;32
21045073;796250;324
21045079;796269;721
21045089;796288;4923
21045126;796345;4508
21045138;796468;1459
21045183;796628;3965
21045248;796861;4132
21045258;797099;4509
21045259;797173;4642
21045266;797277;1691
21045297;797467;3152
21045347;797698;4718
21045356;797755;644
21045359;797854;2030
21045399;797932;358
21045401;797978;1554
21045415;798028;115
21045419;798193;3142
21045429;798234;709
21045462;798583;4299
21045483;798829;1053
21045496;798934;4609
21045507;798970;4093
21045526;798996;5043
21045530;799006;1520
21045558;799013;4351
21045586;799046;1883
21045596;799119;431
21045603;799167;228
21045605;799171;1559
21045674;799462;443
21045719;799623;2261
21045753;799763;1189
21045768;799781;3145
21045799;799810;458
21045806;799868;3514
21045839;799910;3709
21045902;799968;973
21045916;800063;4171
21045945;800145;4896
21045951;800326;4455
21045970;800367;432
21046009;800457;706
21046072;800624;862
21046155;800629;3982
21046201;800742;2975
21046349;800816;2676
21046369;800978;4962
21046417;801031;694
21046456;801118;1447
21046481;801192;4910
21046503;801217;3716
21046538;801244;1282
21046569;801320;586
21046587;801435;4711
21046588;801815;2904
21046601;801942;3275
21046610;802069;1045
21046664;802082;1240
21046680;802088;204
21046730;802131;2393
21046744;802323;2435
21046772;802633;471
21046787;802707;3719
21046794;802758;5152
21046813;802859;612
21046830;802918;253
21046835;802921;3375
21046836;803323;2901
21046840;803367;4005
21046862;803807;8
21046863;803816;3798
21046883;803848;125
21046992;803897;3552
21047001;803967;4251
21047018;804000;4293
21047076;804002;1405
21047085;804028;177
21047095;804030;2073
21047136;804045;258
21047163;804082;2745
21047167;804157;1137
21047170;804309;1304
21047189;804420;2936
21047216;804427;3918
21047314;804461;5171
21047321;804557;2153
21047338;804568;1202
21047380;804784;799
21047404;804794;4091
21047406;804823;3021
21047456;805049;1610
21047490;805144;3252
21047516;805306;238
21047568;805376;3134
21047577;805387;186
21047581;805422;4929
21047614;805619;2182
21047659;805916;1844
21047708;806057;107
21047721;806178;4773
21047749;806213;1791
21047750;806268;2203
21047763;806431;3576
21047774;806445;2715
21047856;806669;3564
21047885;806744;3245
21047954;806841;1867
21048043;806897;979
21048071;807024;1876
21048074;807076;4644
21048079;807295;2110
21048119;807954;4115
21048135;807987;3854
21048167;807988;1173
21048168;808065;2483
21048173;808118;3134
21048203;808338;4133
21048206;808649;3955
21048209;808728;186
21048257;808782;5173
21048268;809095;3002
21048300;809273;4866
21048318;809467;477
21048324;809484;1275
21048368;809503;293
21048408;809590;5153
21048418;809684;5169
21048447;809696;1688
21048453;809706;3908
21048474;809791;4771
21048493;809821;3825
21048507;809937;3773
21048556;809995;417
21048559;810036;2260
21048565;810097;2672
21048590;810105;1407
21048623;810157;970
21048647;810202;1797
21048656;810284;4625
21048672;810285;3245
21048709;810393;1911
21048752;810547;2707
21048788;810571;1174
21048795;810760;185
21048796;810839;879
21048797;810855;2171
21048811;810869;4166
21048901;810892;3154
21048911;810926;1776
21048920;811025;3454
21048937;811443;4035
21048945;811569;3246
21049053;811952;2163
21049103;812108;1587
21049104;812131;1006
21049221;812186;1235
21049233;812232;2882
21049258;812360;667
21049359;812380;124
21049378;812432;1238
21049396;812513;2085
21049410;812582;4813
21049412;812650;4917
21049423;812719;518
21049460;812823;1035
21049558;812844;4087
21049582;812868;4705
21049601;812942;4542
21049613;813208;3479
21049631;813263;1439
21049680;813318;869
21049716;813323;72
21049773;813355;1609
21049776;813400;1264
21049837;813463;2681
21049862;813502;4708
21049913;813682;4734
21049919;813751;526
21049920;813756;344
21049946;813861;3895
21049948;813967;5166
21049959;814215;3571
21050004;814255;2985
21050042;814317;1887
21050058;814334;1
21050081;814344;1605
21050112;814391;3039
21050143;814499;2385
21050167;814534;787
21050202;814560;2524
21050244;814588;445
21052534;820811;4646
21058277;838684;1693
21061430;848719;3621
21066444;865650;3068
21066537;865982;1625
21066881;866893;737
21067542;868461;3648
21071290;880546;4312
21072625;883853;2146
21072652;884037;3828
21072653;884038;3135
21072687;884043;569
21072704;884252;4118
21072730;884321;4486
21072749;884667;4636
21072770;884686;1775
21072824;884736;2723
21072831;884794;1834
21072835;884803;657
21072852;884902;4719
21072863;884972;3661
21072894;885204;3589
21072899;885291;3057
21072907;885296;905
21072913;885338;3882
21072926;885414;726
21073049;885425;3129
21073151;885804;1997
21073163;885889;710
21073172;886093;1247
21073224;886172;2847
21073262;886238;2947
21073274;886428;1202
21073280;886497;4012
21073343;886512;4072
21073382;886530;3105
21073385;886546;4380
21073478;886831;1973
21073483;886967;1921
21073514;887085;1523
21073517;887289;611
21073567;887660;3381
21073574;887802;3029
21073582;888211;3276
21073598;888242;2872
21073618;888385;1040
21073641;888424;264
21073661;888668;153
21073671;888690;5080
21073800;888713;833
21073809;888738;351
21073839;888897;1162
21073872;888972;758
21073906;889034;1299
21073959;889186;3827
21074052;889362;1757
21074070;889615;3548
21074103;889669;3995
21074110;889818;4157
21074128;889954;1756
21074159;889973;4019
21074166;890005;4759
21074175;890076;3027
21074186;890230;3914
21074251;890385;2885
21074309;890425;520
21074320;890432;646
21074331;890598;2638
21074339;890803;957
21074342;890810;1743
21074344;890842;2009
21074367;890941;2454
21074371;891061;2482
21074380;891102;150
21074387;891134;3365
21074417;891157;4353
21074418;891190;3825
21074419;891224;2468
21074435;891266;478
21074466;891292;3807
21074472;891297;2036
21074497;891355;1495
21074506;891373;3000
21074517;891560;3184
21074549;891784;1879
21074581;891895;1153
21074591;892103;1628
21074637;892150;4366
21074711;892165;3166
21074724;892223;3523
21074735;892256;1049
21074738;892297;2878
21074776;892409;1047
21074787;892464;1682
21074797;892513;3105
21074813;892530;1274
21074841;892941;2890
21074881;893104;3856
21074889;893486;4227
21074929;893593;3591
21074934;893646;5032
21074966;894013;1209
21075050;894036;3123
21075092;894054;4873
21075132;894067;3595
21075133;894235;4639
21075245;894299;341
21075286;894507;231
21075381;894791;3575
21075390;895096;862
21075530;895124;3500
21075549;895131;4069
21075597;895256;1403
21075647;895291;989
21075718;895323;3321
21076022;895413;4527
21076117;895462;1012
21076212;895493;4395
21076281;895503;4360
21076284;895532;2556
21076309;895572;4375
21076339;895591;3409
21076417;895723;212
21076479;895848;4721
21076513;895857;289
21076534;895900;3964
21076548;895918;3691
21076563;895924;744
21076619;895982;2556
21076702;896336;2447
21076802;896380;2012
21076856;896486;2083
21076907;896668;3053
21076915;896751;112
21076936;896802;4053
21076974;896836;3945
21076999;896941;3069
21077087;896968;2866
21077316;896969;2083
21077369;897063;2819
21077516;897087;3139
21077564;897132;2395
21077626;897362;2063
21077660;897715;1990
21077679;897860;5006
21077695;898118;103
21077708;898552;4534
21077749;898589;251
21077791;898653;2615
21077854;898666;1633
21077899;898674;2172
21077953;898759;615
21077968;899030;1566
21077975;899189;2507
21077978;899232;1771
21077982;899296;2877
21078007;899348;3363
21078038;899473;3740
21078056;899573;4369
21078075;899755;1935
21078139;899761;1206
21078148;900068;2933
21078158;900195;221
21078176;900234;3632
21078193;900401;2569
21078285;900512;297
21078288;900554;480
21078332;900571;3554
21078382;900602;587
21078392;900894;4945
21078401;901001;1441
21078523;901020;4803
21078554;901026;4568
21078561;901201;4360
21078567;901207;2145
21078605;901220;2280
21078615;901419;549
21078626;901482;2682
21078628;901511;1360
21078649;901632;26
21078663;901721;2238
21078699;901968;3691
21078706;901975;1148
21078738;902070;2217
21078752;902347;1720
21078883;902584;3988
21078885;902907;124
21078912;902918;2278
21078937;902980;2139
21078948;902984;2794
21078966;903059;4104
21078981;903087;1724
21079051;903129;2122
21079063;903199;91
21079085;903252;1216
21079087;903293;2324
21079112;903303;403
21079132;903304;3735
21079134;903479;17
21079137;903480;4220
21079177;903518;154
21079231;903556;566
21079246;903614;97
21079253;903632;4816
21079261;903671;1778
21079275;903806;1980
21079285;903860;2700
21079334;903941;1726
21079412;903995;1203
21079579;904167;5123
21079613;904241;670
21079693;904711;2539
21079810;905299;2529
21081454;910356;4881
21081479;910463;987
21081485;910505;2330
21081496;910824;5096
21081497;911141;4889
21081507;911481;2875
21081513;911489;1278
21081519;911520;4209
21081584;911655;2637
21081625;911712;1030
21081639;911757;2273
21081641;911791;256
21081676;911905;5005
21081723;912054;519
21081735;912143;2538
21081772;912172;4013
21081779;912199;4235
21081803;912203;1318
21081807;912289;4079
21081881;912300;1893
21081887;912316;1630
21081929;912384;5085
21081936;912453;1138
21081990;912545;4406
21081994;912688;3839
21082037;912768;2623
21082052;912837;2148
21082111;912914;3866
21082124;913151;3434
21082170;913153;4279
21082199;913309;3037
21082231;913396;338
21082233;913426;4969
21082258;913581;3403
21082273;913730;176
21082276;913834;3876
21082279;913915;4941
21082312;914229;534
21082412;914276;4055
21082444;914483;3655
21082470;914524;3474
21082503;914547;366
21082629;914663;457
21082638;914706;1601
21082667;914728;4864
21082695;914767;3649
21082705;914953;3797
21082725;915086;3623
21082753;915152;1143
21082829;915397;2892
21082862;915535;878
21082873;915719;2784
21082935;915808;3406
21082968;915836;4098
21083020;915938;4479
21083024;915966;2347
21083038;915981;1304
21083056;916034;1427
21083061;916037;3100
21083068;916065;4065
21083129;916441;3473
21083149;916574;1363
21083211;916693;3351
21083232;916710;2020
21083249;917122;3272
21083416;917315;4954
21083471;917524;3502
21083539;917599;29
21083562;917630;2632
21083572;917703;4640
21083579;917968;1834
21083585;918073;4299
21083679;918354;276
21083686;918371;1857
21083710;918382;1049
21083724;918464;2471
21083781;918540;4782
21083980;918672;3208
21083996;918724;1996
21084020;918756;2072
21084034;918769;2532
21084043;919004;1401
21084059;919043;4308
21084098;919091;999
21084139;919310;2277
21084152;919455;1279
21084205;919503;2275
21084219;919637;1024
